,size,isEmpty,peek_obj_type,push,pop,clear,size_p,isEmpty_p,peek_obj_type_p,push_p,pop_p,clear_p,diff,testId,instanceId
371,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""none""","pop_p == ""class java.lang.Class""","clear_p == ""none""",Yes,1607893902380:ae44c29d-d8ba-4b41-bdd7-835d358bc886,1607893902380:277df4e5-ecd8-4dfd-84fb-3753ed9b0cdb
373,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902380:ae44c29d-d8ba-4b41-bdd7-835d358bc886,1607893902380:277df4e5-ecd8-4dfd-84fb-3753ed9b0cdb
391,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902380:a8e5374d-ade6-40eb-8394-6cf913cd4214,1607893902381:81ceb9c3-d3ab-42c6-b5a4-83dd2b4aaac6
400,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902380:a8e5374d-ade6-40eb-8394-6cf913cd4214,1607893902380:d5ed3cad-e4f3-4eda-b39a-953a830a31ad
427,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902379:4c65cb27-4c5d-40b4-b608-891d777d3820,1607893902379:dc99178f-a808-40e4-9feb-a2621b243084
460,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""class java.lang.Short""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902379:4c65cb27-4c5d-40b4-b608-891d777d3820,1607893902379:74e57af8-edbc-4270-891d-310b9dd4f228
461,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902379:4c65cb27-4c5d-40b4-b608-891d777d3820,1607893902379:74e57af8-edbc-4270-891d-310b9dd4f228
482,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""class java.lang.Float""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902379:27107ee3-809d-43e6-a47c-6bd8b834a32f,1607893902379:e88fa3e0-f04d-4e61-bf0c-b8263d4641da
503,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902379:27107ee3-809d-43e6-a47c-6bd8b834a32f,1607893902379:8cb5c9bc-929b-4cde-93ac-9281b99ab3c5
515,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""none""","pop == ""class java.lang.Class""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""none""","pop_p == ""class java.lang.Class""","clear_p == ""none""",Yes,1607893902379:27107ee3-809d-43e6-a47c-6bd8b834a32f,1607893902379:44c09f52-9347-468b-961a-0a57520862cc
525,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902379:27107ee3-809d-43e6-a47c-6bd8b834a32f,1607893902379:294cdc52-f64a-475d-89ce-c3ee2a5b9fa0
571,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""class experiment.drivers.AlejaStackTestDriver""","clear_p == ""none""",Yes,1607893902378:6f8b9dee-0e49-4313-8768-587e9e396701,1607893902378:c3ab9b9d-1ec3-4cb9-9abe-3bfbb7bfa33d
572,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902378:6f8b9dee-0e49-4313-8768-587e9e396701,1607893902378:c3ab9b9d-1ec3-4cb9-9abe-3bfbb7bfa33d
573,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902378:6f8b9dee-0e49-4313-8768-587e9e396701,1607893902378:c3ab9b9d-1ec3-4cb9-9abe-3bfbb7bfa33d
578,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""class java.lang.Double""","pop == ""none""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""class java.lang.Short""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902378:6f8b9dee-0e49-4313-8768-587e9e396701,1607893902378:b5a0b30d-fa46-40c9-9e40-fe3f5e6ad1c3
579,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""class java.lang.Boolean""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","push_p == ""class java.lang.Double""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902378:6f8b9dee-0e49-4313-8768-587e9e396701,1607893902378:b5a0b30d-fa46-40c9-9e40-fe3f5e6ad1c3
580,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""class java.lang.Boolean""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902378:6f8b9dee-0e49-4313-8768-587e9e396701,1607893902378:b5a0b30d-fa46-40c9-9e40-fe3f5e6ad1c3
581,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902378:6f8b9dee-0e49-4313-8768-587e9e396701,1607893902378:b5a0b30d-fa46-40c9-9e40-fe3f5e6ad1c3
582,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902378:6f8b9dee-0e49-4313-8768-587e9e396701,1607893902378:b5a0b30d-fa46-40c9-9e40-fe3f5e6ad1c3
583,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902378:6f8b9dee-0e49-4313-8768-587e9e396701,1607893902378:b5a0b30d-fa46-40c9-9e40-fe3f5e6ad1c3
607,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""class java.lang.Byte""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""none""","pop_p == ""class java.lang.Boolean""","clear_p == ""none""",Yes,1607893902378:6f8b9dee-0e49-4313-8768-587e9e396701,1607893902378:894f3c77-4e84-4740-bfef-f265c18c9983
608,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""none""","pop == ""class java.lang.Byte""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","push_p == ""class java.lang.Byte""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902378:6f8b9dee-0e49-4313-8768-587e9e396701,1607893902378:894f3c77-4e84-4740-bfef-f265c18c9983
609,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","push_p == ""none""","pop_p == ""class java.lang.Byte""","clear_p == ""none""",Yes,1607893902378:6f8b9dee-0e49-4313-8768-587e9e396701,1607893902378:894f3c77-4e84-4740-bfef-f265c18c9983
610,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902378:6f8b9dee-0e49-4313-8768-587e9e396701,1607893902378:894f3c77-4e84-4740-bfef-f265c18c9983
622,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902378:6f8b9dee-0e49-4313-8768-587e9e396701,1607893902378:5d5cbda6-68f1-480a-9289-1cc6540fe9ba
633,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""class java.lang.Long""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""class java.lang.Boolean""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902378:6f8b9dee-0e49-4313-8768-587e9e396701,1607893902378:3077ba90-8f77-47b3-8d00-8248f5638f11
634,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""none""","pop == ""class java.lang.Long""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""class java.lang.Long""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902378:6f8b9dee-0e49-4313-8768-587e9e396701,1607893902378:3077ba90-8f77-47b3-8d00-8248f5638f11
635,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""none""","pop_p == ""class java.lang.Long""","clear_p == ""none""",Yes,1607893902378:6f8b9dee-0e49-4313-8768-587e9e396701,1607893902378:3077ba90-8f77-47b3-8d00-8248f5638f11
648,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902378:2545e26e-600a-4a3e-82d8-99169b4dd094,1607893902378:3ca9ac1d-c9ea-4571-bdda-f7acf2b7f63c
649,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902378:2545e26e-600a-4a3e-82d8-99169b4dd094,1607893902378:3ca9ac1d-c9ea-4571-bdda-f7acf2b7f63c
650,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902378:2545e26e-600a-4a3e-82d8-99169b4dd094,1607893902378:3ca9ac1d-c9ea-4571-bdda-f7acf2b7f63c
700,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""none""","pop_p == ""class java.lang.Class""","clear_p == ""none""",Yes,1607893902377:4c9dfea2-56d6-4d4c-8b9d-2439d41aed55,1607893902377:a4a3c91b-cc03-418f-a0f3-c33166f406e6
738,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""class experiment.drivers.AlejaStackTestDriver""","clear_p == ""none""",Yes,1607893902375:9b19ddcf-4f58-495e-a31d-4fb506ff3582,1607893902375:2cdfb7d1-6d8c-4bc2-ab63-085ad1ffa78b
757,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902375:8cb20391-f4e0-4645-9437-140e6a3a8dca,1607893902375:962a2a0b-8a0a-49a4-9eb9-2ab53fe91764
759,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902375:8cb20391-f4e0-4645-9437-140e6a3a8dca,1607893902375:962a2a0b-8a0a-49a4-9eb9-2ab53fe91764
807,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""class java.lang.Long""","pop == ""none""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902375:543eeaa2-3de5-49d9-98ba-86555c0efbdb,1607893902375:c24404f7-7fc5-4e14-8a34-4108d4f12cd6
808,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""class java.lang.Long""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902375:543eeaa2-3de5-49d9-98ba-86555c0efbdb,1607893902375:c24404f7-7fc5-4e14-8a34-4108d4f12cd6
809,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902375:543eeaa2-3de5-49d9-98ba-86555c0efbdb,1607893902375:c24404f7-7fc5-4e14-8a34-4108d4f12cd6
856,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902374:2928777f-fd72-4551-b9e0-7a60502b4d66,1607893902374:c689f8eb-2dc2-416d-843a-127a32020fd6
857,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902374:2928777f-fd72-4551-b9e0-7a60502b4d66,1607893902374:c689f8eb-2dc2-416d-843a-127a32020fd6
897,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""class java.lang.Long""","pop == ""none""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902374:21fb2850-654a-4562-bb2d-c607494107db,1607893902374:50edafc6-c154-4024-bfb2-e10409b6b2a8
898,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""class java.lang.Integer""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""class java.lang.Long""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902374:21fb2850-654a-4562-bb2d-c607494107db,1607893902374:50edafc6-c154-4024-bfb2-e10409b6b2a8
899,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","push_p == ""class java.lang.Integer""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902374:21fb2850-654a-4562-bb2d-c607494107db,1607893902374:50edafc6-c154-4024-bfb2-e10409b6b2a8
912,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""none""","pop_p == ""class java.lang.Class""","clear_p == ""none""",Yes,1607893902374:21fb2850-654a-4562-bb2d-c607494107db,1607893902374:328b28cb-c61c-4e87-a0f1-581c73b64a46
913,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902374:21fb2850-654a-4562-bb2d-c607494107db,1607893902374:328b28cb-c61c-4e87-a0f1-581c73b64a46
914,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""class java.lang.Class""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902374:21fb2850-654a-4562-bb2d-c607494107db,1607893902374:328b28cb-c61c-4e87-a0f1-581c73b64a46
916,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902374:21fb2850-654a-4562-bb2d-c607494107db,1607893902374:328b28cb-c61c-4e87-a0f1-581c73b64a46
998,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""class java.lang.Class""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902373:cd7af9bb-e505-44c7-b520-05bdfde7ffd3,1607893902374:599a5b24-2e72-4ea4-a01f-ec46f4fe2984
1015,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""class java.lang.Float""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902373:cd7af9bb-e505-44c7-b520-05bdfde7ffd3,1607893902373:d3555d20-773d-4d6d-aee0-31c8daf1564b
1016,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902373:cd7af9bb-e505-44c7-b520-05bdfde7ffd3,1607893902373:d3555d20-773d-4d6d-aee0-31c8daf1564b
1043,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""class java.lang.Boolean""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902373:17deb23b-8713-4fb4-94c4-140d8d2f7998,1607893902373:e9841b1b-318b-4b16-8c89-e88c9caa5f69
1044,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""class java.lang.Class""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902373:17deb23b-8713-4fb4-94c4-140d8d2f7998,1607893902373:e9841b1b-318b-4b16-8c89-e88c9caa5f69
1122,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""class java.lang.Boolean""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902372:b79b6eca-42e6-4e91-a380-81164d0a5105,1607893902372:2d0e9eb7-3042-45c4-bfe1-197d1355f6b5
1123,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902372:b79b6eca-42e6-4e91-a380-81164d0a5105,1607893902372:2d0e9eb7-3042-45c4-bfe1-197d1355f6b5
1226,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""none""","pop == ""class java.lang.Double""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","push_p == ""class java.lang.Double""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902371:982f168f-2eab-4545-a934-48dab20c77d9,1607893902371:b85e3794-640b-4b86-a823-b21c36011337
1227,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""class java.lang.Boolean""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","push_p == ""none""","pop_p == ""class java.lang.Double""","clear_p == ""none""",Yes,1607893902371:982f168f-2eab-4545-a934-48dab20c77d9,1607893902371:b85e3794-640b-4b86-a823-b21c36011337
1228,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""class java.lang.Boolean""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902371:982f168f-2eab-4545-a934-48dab20c77d9,1607893902371:b85e3794-640b-4b86-a823-b21c36011337
1249,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","push_p == ""class java.lang.Double""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902371:982f168f-2eab-4545-a934-48dab20c77d9,1607893902371:6fa4089d-ab22-46d0-b857-3aa58ee35e9d
1257,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""none""","pop_p == ""class java.lang.Boolean""","clear_p == ""none""",Yes,1607893902371:982f168f-2eab-4545-a934-48dab20c77d9,1607893902371:117d7173-fba1-4c23-8007-55b536062ac8
