,size,isEmpty,peek_obj_type,push,pop,clear,size_p,isEmpty_p,peek_obj_type_p,push_p,pop_p,clear_p,diff,testId,instanceId
3596,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902340:55258fff-c7a0-463c-b7ec-b21e28374ca6,1607893902340:d2d9cd57-abe2-4708-aba0-146752cd6f52
3597,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902340:55258fff-c7a0-463c-b7ec-b21e28374ca6,1607893902340:d2d9cd57-abe2-4708-aba0-146752cd6f52
3598,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902340:55258fff-c7a0-463c-b7ec-b21e28374ca6,1607893902340:d2d9cd57-abe2-4708-aba0-146752cd6f52
3599,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""class experiment.drivers.AlejaStackTestDriver""","clear_p == ""none""",Yes,1607893902340:55258fff-c7a0-463c-b7ec-b21e28374ca6,1607893902340:d2d9cd57-abe2-4708-aba0-146752cd6f52
3617,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""class java.lang.Float""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902340:55258fff-c7a0-463c-b7ec-b21e28374ca6,1607893902340:5c746b60-7925-486c-ab03-b4f06afaef1a
3656,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""class java.lang.Short""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902339:bb995dad-3550-45b4-98f4-4a7c23c738e5,1607893902339:5d94cd87-8a40-496b-9cc4-59087e427ba0
3731,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902339:5278aacb-fd99-4299-b6f7-5417d1499680,1607893902339:2e87ccb5-2322-456e-8a23-b6c554b6e8c1
3732,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""none""","pop == ""class java.lang.Class""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""class java.lang.Class""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902339:5278aacb-fd99-4299-b6f7-5417d1499680,1607893902339:2e87ccb5-2322-456e-8a23-b6c554b6e8c1
3733,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""none""","pop_p == ""class java.lang.Class""","clear_p == ""none""",Yes,1607893902339:5278aacb-fd99-4299-b6f7-5417d1499680,1607893902339:2e87ccb5-2322-456e-8a23-b6c554b6e8c1
3878,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""class java.lang.Long""","pop == ""none""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","push_p == ""class java.lang.Byte""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902338:115c61cb-ddee-455c-b7af-f9c184744dc4,1607893902338:cd84bcdf-d9ba-4680-9526-594e6826ac5f
3939,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902337:043d7642-d772-4fc0-8643-9f88a9042595,1607893902337:8e055592-c39b-4b56-aabf-30b8d783dac9
4020,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""class experiment.drivers.AlejaStackTestDriver""","clear_p == ""none""",Yes,1607893902336:813042e5-2b8f-4590-8450-bc16794516a7,1607893902336:62bb9b91-acfa-40ea-bbf0-64f61a8199a3
4027,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""none""","pop == ""class java.lang.Integer""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","push_p == ""class java.lang.Integer""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902336:813042e5-2b8f-4590-8450-bc16794516a7,1607893902336:560599d9-210f-410c-bd06-368f90c6bc08
4028,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","push_p == ""none""","pop_p == ""class java.lang.Integer""","clear_p == ""none""",Yes,1607893902336:813042e5-2b8f-4590-8450-bc16794516a7,1607893902336:560599d9-210f-410c-bd06-368f90c6bc08
4061,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""class java.lang.Float""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902336:02d0f561-0ee1-4d63-be49-0d55858587cd,1607893902336:38d455bf-6f20-41c7-b865-2a7f85252a3b
4137,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""class experiment.drivers.AlejaStackTestDriver""","clear_p == ""none""",Yes,1607893902335:d03593da-e65c-4405-ae9b-737aa8d74c53,1607893902335:6b14caf0-30d3-42a4-bba4-98ce68e3ee93
4408,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902332:e7fcdd6b-017c-443a-9539-bc5821ef53f5,1607893902332:2bb06603-4d0f-42e9-b106-55da1d91ce23
4493,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""class java.lang.Integer""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902331:9fb949eb-abdd-45cc-b278-583e5684846c,1607893902331:4f1f6a31-d8d6-4103-9a8c-8f942398e8f9
4510,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""class java.lang.Integer""","pop == ""none""","clear == ""none""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902331:9fb949eb-abdd-45cc-b278-583e5684846c,1607893902331:3f218c48-d74b-4068-a902-d566871edfd9
4511,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","push_p == ""class java.lang.Integer""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902331:9fb949eb-abdd-45cc-b278-583e5684846c,1607893902331:3f218c48-d74b-4068-a902-d566871edfd9
4836,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""none""","pop == ""class java.lang.Boolean""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""class java.lang.Boolean""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902327:7ab27a40-2e45-4aa4-b8a2-767763a4beff,1607893902327:74704915-1294-41e3-abe2-ad2ee5310663
4837,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""none""","pop == ""class java.lang.Boolean""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""none""","pop_p == ""class java.lang.Boolean""","clear_p == ""none""",Yes,1607893902327:7ab27a40-2e45-4aa4-b8a2-767763a4beff,1607893902327:74704915-1294-41e3-abe2-ad2ee5310663
4981,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""none""","pop == ""class java.lang.Long""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""none""","pop_p == ""class java.lang.Long""","clear_p == ""none""",Yes,1607893902325:f574b547-9923-481a-b713-47c208d619cd,1607893902325:6ac80ca3-40e5-431d-a83d-948cf8ebc8a7
4982,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""none""","pop_p == ""class java.lang.Long""","clear_p == ""none""",Yes,1607893902325:f574b547-9923-481a-b713-47c208d619cd,1607893902325:6ac80ca3-40e5-431d-a83d-948cf8ebc8a7
5036,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""class experiment.drivers.AlejaStackTestDriver""","clear_p == ""none""",Yes,1607893902325:df8baa21-39eb-451a-ad7d-5a9ff33703aa,1607893902325:ec44e98a-76d0-417b-83aa-7df3c8acb3d7
5083,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""class experiment.drivers.AlejaStackTestDriver""","clear_p == ""none""",Yes,1607893902325:97afd1dd-b9d1-4a90-9ede-889a3da75d26,1607893902325:10235b5f-7677-4bc0-98e8-7eee5c620479
5091,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902325:4338d59d-85f2-4b25-ad7f-faed17347ca0,1607893902325:341939b0-422e-4958-b080-76199d47b2ac
5094,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""none""","pop == ""class java.lang.Long""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902325:4338d59d-85f2-4b25-ad7f-faed17347ca0,1607893902325:341939b0-422e-4958-b080-76199d47b2ac
5103,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""class experiment.drivers.AlejaStackTestDriver""","clear_p == ""none""",Yes,1607893902324:940df078-63e1-4cdc-97cb-d59d2084c276,1607893902324:d4610ed1-1cd7-42f3-9f8b-1058e5960d73
5150,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""none""","pop == ""class java.lang.Short""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""none""","pop_p == ""class java.lang.Short""","clear_p == ""none""",Yes,1607893902324:6d01c6ca-2e19-4f09-9755-4fb145eac938,1607893902324:5626a0a5-4417-4d79-ad70-a37d1af70a95
5151,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""none""","pop_p == ""class java.lang.Short""","clear_p == ""none""",Yes,1607893902324:6d01c6ca-2e19-4f09-9755-4fb145eac938,1607893902324:5626a0a5-4417-4d79-ad70-a37d1af70a95
5182,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""none""","pop == ""class java.lang.Class""","clear == ""none""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902324:06e3dff3-5255-4e84-a8f0-023473240c03,1607893902324:5e8ca225-6db7-410e-8464-947271c4fdec
5419,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902322:7cadbf9a-128f-462f-b022-3bac389d9bb3,1607893902322:5ac5862e-2a0a-4a72-8da5-ebc10f5a277a
5508,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""class java.lang.Class""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902320:799abaca-daa0-4f62-86a7-7b9030c1292e,1607893902321:909c8478-4310-480b-9272-de26b565fdbc
5663,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""none""","pop == ""class java.lang.Byte""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902319:2ac4f5bd-1ebb-4a41-93de-67551a6b4774,1607893902320:7e303c09-10fe-4859-b21d-53d22c1fcd13
5681,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902319:2ac4f5bd-1ebb-4a41-93de-67551a6b4774,1607893902319:4716eb99-2811-493c-8bed-b65005def0cc
5683,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""none""","pop_p == ""class java.lang.Float""","clear_p == ""none""",Yes,1607893902319:2ac4f5bd-1ebb-4a41-93de-67551a6b4774,1607893902319:4716eb99-2811-493c-8bed-b65005def0cc
5750,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902318:e758144e-da9a-4591-8b62-45388a897b26,1607893902318:22e9b9b8-c312-4d38-bdf4-a4c84c0bc4ec
5991,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""none""","pop == ""class java.lang.Boolean""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902315:2a0c2872-8316-43ad-a470-f5c0695f33c7,1607893902315:8c229dc5-166e-483f-a424-8b04f6f82d24
6085,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""class java.lang.Float""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""none""","pop_p == ""class java.lang.Float""","clear_p == ""none""",Yes,1607893902314:57053386-51e8-43c3-b831-0e3edc3e6977,1607893902314:2e69b99c-243d-479e-bca6-4f36877cb0b6
6167,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""class experiment.drivers.AlejaStackTestDriver""","clear_p == ""none""",Yes,1607893902313:48be3989-4067-48fc-9f18-2d4678502d2d,1607893902313:d672d73d-6e32-4ac2-887d-77c929d3c2a4
6276,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","push_p == ""class java.lang.Integer""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902311:c3cf636a-615a-4230-b4bd-f94d97304072,1607893902311:a472f53b-c41b-4013-9b56-3c47b2c7f1ac
6393,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""class java.lang.Float""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902309:99409066-8202-42b5-aee7-03f39c8b2236,1607893902309:13596c1c-626e-44c2-a99b-59e74687d921
6394,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902309:99409066-8202-42b5-aee7-03f39c8b2236,1607893902309:13596c1c-626e-44c2-a99b-59e74687d921
6447,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""class java.lang.Integer""","pop == ""none""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902308:f8415387-d729-4291-bd9f-96313dc66375,1607893902308:9ee7bf4c-35ef-4023-a151-f2f937c31c3e
6470,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""class java.lang.Long""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902308:f8415387-d729-4291-bd9f-96313dc66375,1607893902308:4ee45833-3e5e-44b2-96ff-0c9588e546fe
6472,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""none""","pop_p == ""class java.lang.Long""","clear_p == ""none""",Yes,1607893902308:f8415387-d729-4291-bd9f-96313dc66375,1607893902308:4ee45833-3e5e-44b2-96ff-0c9588e546fe
6709,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902304:afe57452-ba0b-4402-a3d2-791739b92039,1607893902304:d001f826-24b6-4f8a-8f47-80a89b132e7d
7000,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""none""","pop_p == ""class java.lang.Float""","clear_p == ""none""",Yes,1607893902299:89adae0b-3e28-4384-871a-a2f3e2344b1c,1607893902299:0d0fd8c9-693a-4ca2-9694-ab53acbe3cdc
7037,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902299:6ec12955-50b2-4712-a4c4-6dc6ea72b02a,1607893902299:5a30eec0-3933-429a-8d6d-a6cb16362b5e
7038,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902299:6ec12955-50b2-4712-a4c4-6dc6ea72b02a,1607893902299:5a30eec0-3933-429a-8d6d-a6cb16362b5e
7098,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902297:ba62a6fb-accb-420a-92db-ff08a32b2f2f,1607893902297:8f7e2145-98e4-4ee6-ab67-83b15d665a0d
7215,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902296:8b91142f-b541-4029-b385-5ffce2d80e56,1607893902296:86b67b55-983a-41ce-94c3-1b80f29eb4d1
7549,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""none""","pop == ""class java.lang.Long""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902292:1d9df398-eb8c-4baa-9bb5-7d0b70b310e3,1607893902292:f30eed02-d74e-4a55-b4a7-bf6159fd497f
7726,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""class java.lang.Long""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902290:dce11324-9e02-4606-9827-963d6abc4e48,1607893902290:4a0ba438-c015-44dd-ac4c-3b80f3e031fc
7892,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","push_p == ""none""","pop_p == ""class java.lang.Integer""","clear_p == ""none""",Yes,1607893902287:1eb502b2-2ab5-4bcc-8811-f08c296d0b12,1607893902287:9976b01f-675e-452f-be67-95e5271da2fe
7893,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902287:1eb502b2-2ab5-4bcc-8811-f08c296d0b12,1607893902287:9976b01f-675e-452f-be67-95e5271da2fe
7953,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""class java.lang.Byte""","pop == ""none""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902285:cecac7c9-2c38-49ca-ace1-c0752639a80c,1607893902285:ff5bc05d-4fa7-4e06-a42b-b97a07e1f2f8
8183,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902281:c94936c6-0ff1-4b50-8fc9-ee6332caea10,1607893902281:bde42ff7-3074-4edc-8084-2cb7371edbeb
