,size,isEmpty,peek_obj_type,push,pop,clear,size_p,diff,testId,instanceId
14583,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""3""",Yes,1607947981421:3c2f8185-bf98-4e49-984b-f648ee2319a3,1607947981421:08623fc6-888f-41ec-9fca-2eb3dee2bb02
18390,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""3""",Yes,1607947981377:577aa3c9-59ac-40b7-a5d5-32a55f702ef6,1607947981377:c5f8c5b9-e097-41c7-a8fe-6c0fabf87553
19152,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""class java.lang.Float""","clear == ""none""","size_p == ""6""",Yes,1607947981368:8175b1b5-5d33-4b02-abde-8a8a6c0dcd71,1607947981369:6b03f4a8-be6a-40ec-a807-1a37c0568eda
20795,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""class java.lang.Float""","clear == ""none""","size_p == ""3""",Yes,1607947981351:50aa4300-0125-467a-9d75-87c2c8f8ca0d,1607947981351:27d93f43-bb45-47fc-896e-c230e0332002
21438,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""none""","pop == ""class java.lang.Class""","clear == ""none""","size_p == ""7""",Yes,1607947981345:486d3d0a-7ded-4412-9ccf-d159daa83ddc,1607947981345:2c5f902b-0d7a-49cb-9d3e-1686acb13445
22845,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""none""","pop == ""class java.lang.Class""","clear == ""none""","size_p == ""3""",Yes,1607947981333:2a2d0ce6-b11d-4aba-bd0d-af2f740b85aa,1607947981334:2702aa83-9edc-4c1b-91c8-59d92a8d1301
24222,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""none""","pop == ""class java.lang.Integer""","clear == ""none""","size_p == ""5""",Yes,1607947981320:04ab679c-1180-47fa-9a32-37bf53702d35,1607947981320:cd9791f8-e3a7-4b78-9a3a-0d094266d237
24409,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""none""","pop == ""class java.lang.Double""","clear == ""none""","size_p == ""7""",Yes,1607947981318:334e20a8-ab58-44ef-abba-9ba9399b446d,1607947981318:38e7a20d-18d3-4212-9ff1-f31f43a7e207
27412,"size == ""12""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""11""",Yes,1607947981292:db93a64a-418b-4949-a5c1-c5ae27beb57d,1607947981292:cddab652-b50f-45a7-9afb-11345eb5745b
30439,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""none""","pop == ""class java.lang.Class""","clear == ""none""","size_p == ""2""",Yes,1607947981254:4a1d650a-66b9-4782-a856-643c6663de28,1607947981254:c6b77b61-f6f2-4f9e-ba15-2b889fe845db
33185,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""10""",Yes,1607947981219:07d50ff7-c027-4dfb-bfc9-22bef99f1112,1607947981219:c593d933-24c1-49f5-b95f-8c6807c22954
33492,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Character""","push == ""class java.lang.Character""","pop == ""none""","clear == ""none""","size_p == ""8""",Yes,1607947981216:1876b35c-33df-4c07-9f6e-ea068d576695,1607947981216:45d76741-e1e3-4118-a0c8-2cc22f3cadf2
36029,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""none""","pop == ""class java.lang.Long""","clear == ""none""","size_p == ""2""",Yes,1607947981181:2c6d06d1-668b-4a7f-884d-ae242d68e723,1607947981181:254ae920-c833-4572-a97e-3a27e19a06f4
38343,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""none""","pop == ""class java.lang.Byte""","clear == ""none""","size_p == ""5""",Yes,1607947981153:809abf22-1b60-4dc8-9461-b1b2749dbc74,1607947981153:c3a14fdc-4944-43f6-850d-5b99c6da98ea
40472,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Character""","push == ""class java.lang.Character""","pop == ""none""","clear == ""none""","size_p == ""4""",Yes,1607947981128:ebbae012-9b8b-48a6-8064-aaaf03449dd3,1607947981128:2e4655ec-d372-4134-9b88-022deb7569ce
41404,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""10""",Yes,1607947981115:456e2b5a-7b8b-4d6a-baab-4fe1e467fcec,1607947981115:3a8b4f53-66c9-42a0-be17-bd316ce8081b
43792,"size == ""10""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""9""",Yes,1607947981078:84b3bd75-2238-4560-8fd6-458c01319d0a,1607947981078:0931b28c-8379-4cc9-b2e8-253907daca33
45060,"size == ""8""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""class java.lang.Long""","pop == ""none""","clear == ""none""","size_p == ""7""",Yes,1607947981062:1e9da83e-f3ab-4b01-b505-2f88ab803add,1607947981062:63f4605a-bfa8-420b-a307-77ac22bfd99d
45403,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""none""","pop == ""class java.lang.Short""","clear == ""none""","size_p == ""2""",Yes,1607947981057:fad20517-43fc-4fa3-a1da-e406135d6143,1607947981058:79ba9685-9d5d-47b5-b62d-64bcede0802d
47562,"size == ""11""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""12""",Yes,1607947981031:a24fcf12-82e7-4b4b-b141-064b458e5c9b,1607947981031:560e03ee-1a6d-4989-b19f-1b37dd1c44a1
52782,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""none""","pop == ""class java.lang.Boolean""","clear == ""none""","size_p == ""3""",Yes,1607947980958:7c6ec1db-eab3-4d45-b118-5be2eda80b64,1607947980958:b602720a-0df4-4061-b962-cd98d9f828e6
53695,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""none""","pop == ""class java.lang.Integer""","clear == ""none""","size_p == ""8""",Yes,1607947980941:74708d05-cdda-476d-bfd2-c446ba816d14,1607947980941:3f5afe52-39b5-43bf-95a0-44d8f34bd012
54434,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""none""","pop == ""class java.lang.Long""","clear == ""none""","size_p == ""5""",Yes,1607947980933:dcde75ec-5511-4dff-9e3c-4492ac3d6606,1607947980933:25751330-f6b7-4a3e-a2f9-6730b0f53e42
56145,"size == ""8""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""none""","pop == ""class java.lang.Class""","clear == ""none""","size_p == ""9""",Yes,1607947980912:2dc3b5e3-79c2-482d-b24a-e904736538d1,1607947980912:46d8476a-f3a5-4048-80ff-71ca5756d099
61963,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""class java.lang.Short""","pop == ""none""","clear == ""none""","size_p == ""4""",Yes,1607947980828:eb053ec2-0be8-49d9-98b3-6a060ce3a149,1607947980828:9d9303af-fd42-4a9c-bb98-1cc2ae33c40f
63170,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""none""","pop == ""class java.lang.Boolean""","clear == ""none""","size_p == ""5""",Yes,1607947980815:1baefbe9-376f-4dd1-be85-69c33678c30d,1607947980815:854434ad-2db3-4ebc-b6aa-2c4f9cfd48bb
66179,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""none""","pop == ""class java.lang.Long""","clear == ""none""","size_p == ""7""",Yes,1607947980775:6edfb528-d78b-45d4-8a9b-091668f68475,1607947980775:0ee81290-d5d9-4459-8793-effae3488b80
68102,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""class java.lang.Byte""","pop == ""none""","clear == ""none""","size_p == ""3""",Yes,1607947980741:c1af62b4-0f09-49eb-89d5-cf86bb2c3b87,1607947980742:95319287-54c7-45a2-8d98-8363f8c107d4
69389,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""class java.lang.Short""","pop == ""none""","clear == ""none""","size_p == ""3""",Yes,1607947980720:baf466e2-56f6-4ccc-bb4a-2dab7deae1fb,1607947980720:59e86486-d040-4267-9eb1-6f30768c9695
75033,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""1""",Yes,1607947980562:3454dad0-eec3-481c-8699-76ca1890c185,1607947980562:bcc12d1c-0300-4138-a404-077ceeac244c
80228,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""none""","pop == ""class java.lang.Double""","clear == ""none""","size_p == ""4""",Yes,1607947980462:e35e9d05-efd0-488a-9332-6fdbad43cfcd,1607947980462:04b6677a-109e-431c-ba73-70c35306bfc6
83932,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""none""","pop == ""class java.lang.Integer""","clear == ""none""","size_p == ""10""",Yes,1607947980374:4937429b-cb27-4ed4-9e2f-3a2f5a17b555,1607947980374:b58b49cd-47d1-483c-a4dc-bbaa246ee447
