,size,isEmpty,peek_obj_type,push,pop,clear,size_p,isEmpty_p,peek_obj_type_p,push_p,pop_p,clear_p,calledMethod,diff,testId,instanceId
15198,"size == ""8""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""none""","pop == ""class java.lang.Integer""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""class java.lang.Class""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947981413:ec36b84e-25e6-48b3-9ac7-a779299670b1,1607947981413:7e6d9a1b-a9f8-47e7-89e6-e9347f7e85f5
15416,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""class java.lang.Class""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947981411:801d80ef-362b-4546-98a9-ed3991493f6d,1607947981411:13bd1524-f901-4d65-8715-13d6846b95e0
15583,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""none""","pop == ""class java.lang.Integer""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""class java.lang.Class""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947981410:d5cef2ef-6053-4b9d-89a2-a71fc2609e06,1607947981410:c05cb8a9-3898-4eda-b754-3452019d31dd
15657,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes,1607947981410:75b8d76b-a234-4456-aa00-c842bdac1d4d,1607947981410:20e1bd16-e697-4dc9-beb4-c055345e06c4
15711,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""none""","pop == ""class java.lang.Integer""","clear == ""none""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""class java.lang.Class""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947981409:7b14d80b-b42a-446e-882b-5793f831a062,1607947981409:2d9dc85f-27a3-4143-a5c9-be9d228fd57f
16151,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes,1607947981404:5bea0d0e-f05e-4de3-9deb-a01096a24445,1607947981404:c1b525fa-04ed-4333-bfa4-f6c52b68fdfd
16152,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""7""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""class java.lang.Class""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947981404:5bea0d0e-f05e-4de3-9deb-a01096a24445,1607947981404:c1b525fa-04ed-4333-bfa4-f6c52b68fdfd
16373,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""class java.lang.Long""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes,1607947981401:9697197c-87c0-48f7-84c9-5c476f1a6c14,1607947981401:72801200-c0d1-4958-864f-44b0f464b1e1
16494,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""8""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","push_p == ""class java.lang.Integer""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes,1607947981400:600bfd3d-e73a-4716-b0c0-a472daef7a89,1607947981400:184f08a3-a4b6-48e4-a9d6-e83fdb0c3a76
17105,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""7""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""class java.lang.String""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947981392:9e65a319-b5cf-4f72-9af1-1f82392246d8,1607947981392:dbc1c78b-cca9-417c-b93d-96b7258085fb
17159,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""class java.lang.Float""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947981392:9bda9062-b775-48b3-ab13-bf00576b0cf3,1607947981392:1d63dea8-37f3-4dc9-8b5a-22d164e32b90
17160,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""class java.lang.String""","clear_p == ""none""","calledMethod == ""push""",Yes,1607947981392:9bda9062-b775-48b3-ab13-bf00576b0cf3,1607947981392:1d63dea8-37f3-4dc9-8b5a-22d164e32b90
17248,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""class java.lang.Long""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947981390:ad4cb9ad-832b-4827-8253-427ad72dc903,1607947981390:110c278c-f0b3-45ab-a22d-ab3ba85182a5
17261,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""class java.lang.Long""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947981390:8d41c7e0-1a39-460e-93eb-9d239ad5129e,1607947981390:7a3dd133-eeab-45d8-852d-bef7d9867f1d
17740,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Object""","push_p == ""class java.lang.Object""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947981383:ea7ef1ee-b241-4656-9a0f-6cfa81b4a44b,1607947981383:ee9a12d4-fe62-40f0-876f-d1cd2ae2485b
18383,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""none""","pop == ""class java.lang.Integer""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""pop""",Yes,1607947981377:9c95bd37-1728-4b71-bd5e-4685dda430e1,1607947981377:a4f968c8-f2e2-4520-a590-bc61656aa977
18390,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes,1607947981377:577aa3c9-59ac-40b7-a5d5-32a55f702ef6,1607947981377:c5f8c5b9-e097-41c7-a8fe-6c0fabf87553
19152,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""class java.lang.Float""","clear == ""none""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947981368:8175b1b5-5d33-4b02-abde-8a8a6c0dcd71,1607947981369:6b03f4a8-be6a-40ec-a807-1a37c0568eda
19171,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""class java.lang.Long""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes,1607947981368:8175b1b5-5d33-4b02-abde-8a8a6c0dcd71,1607947981368:1a7e7a99-24c8-4dd4-9ce2-66987af12454
20378,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""none""","pop_p == ""class java.lang.Long""","clear_p == ""none""","calledMethod == ""push""",Yes,1607947981356:16c6a1cd-6f26-403b-b80e-81867bcd0b48,1607947981356:3afe5459-589e-4cc0-b90f-164df1397083
20379,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""none""","pop == ""class java.lang.Long""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""class java.lang.Class""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947981356:16c6a1cd-6f26-403b-b80e-81867bcd0b48,1607947981356:3afe5459-589e-4cc0-b90f-164df1397083
20795,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""class java.lang.Float""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""pop""",Yes,1607947981351:50aa4300-0125-467a-9d75-87c2c8f8ca0d,1607947981351:27d93f43-bb45-47fc-896e-c230e0332002
20832,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""class java.lang.String""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947981350:fd34049f-69ca-4651-b69a-0af3684c1e44,1607947981350:aad031f2-ff3a-469c-9667-2ffcdbe50b61
20872,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""8""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947981350:f277898a-eda5-4950-9fb5-27bd59eea928,1607947981350:abb6f868-b1cf-4f0f-90bf-8975732b4049
20873,"size == ""8""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""7""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""class experiment.drivers.AlejaStackTestDriver""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947981350:f277898a-eda5-4950-9fb5-27bd59eea928,1607947981350:abb6f868-b1cf-4f0f-90bf-8975732b4049
21304,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""none""","pop == ""class java.lang.Integer""","clear == ""none""","size_p == ""7""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""pop""",Yes,1607947981346:cd7105de-7999-4ec4-8f42-fe67863e4de1,1607947981346:6853407d-b405-4199-a232-e22f1c087a60
21437,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""8""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","push_p == ""class java.lang.Integer""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947981345:486d3d0a-7ded-4412-9ccf-d159daa83ddc,1607947981345:2c5f902b-0d7a-49cb-9d3e-1686acb13445
